longitude,latitude,housing_median_age,households,median_income,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
0.2793656871130206,0.20044872645657572,-0.28918659906362587,-0.3675965154736242,-1.1524892171004062,1.4100437716301315,0.4684896917457699,0.08041899915538861,47700.0
0.05475686446248583,-0.23028291752897462,0.10810379382454083,0.22091496999939184,-0.7050153377221184,0.6375006242811859,-1.7242421576362732,0.5577098206768618,45800.0
-1.4326526722010953,1.0150933574727214,1.8561815225324745,1.212229872196161,-0.2055879565268242,0.4515832978623039,-0.4435894077528317,-0.08411944235069065,500001.0
0.4241135950433721,-0.6329233673415533,-0.9248512276846926,-0.011874017587712274,0.9827102233302331,-16.0298933004478,-1.27577973851786,-20.787731299084264,218600.0
-1.1780960065304873,0.46263320540429925,0.4259361081350742,-0.18711965992856594,-0.0766780011571705,0.6975841818022471,1.8603213760878228,1.710596444296113,278000.0
0.978148690914705,-0.7265606812514567,-1.3221416205728593,0.8983570799438858,0.4442782374273387,0.9139793777981341,-0.29574582900684765,0.9579217822738012,158700.0
0.7735050969442142,-0.8155161294658626,0.5848522652903408,-0.7285502265637407,0.6386169696546813,0.7932431770696076,0.4201827093906513,0.9156899308292528,198200.0
0.7435572539241411,-0.8014705323793767,0.7437684224456076,-0.6030011096628306,-0.09468012640683235,0.988809091174173,0.4072615951493118,0.6069723289579456,157500.0
-1.2529656140806633,0.8231368639574237,-1.957806249193926,0.22091496999939184,0.491073235517834,-0.7132905120571057,1.541034730344291,-1.5008757246000954,340000.0
0.6686876463739581,-0.679742024296505,1.299974972489041,-0.41990864751567003,2.2331736368710646,0.3315984799246911,1.7439606057687147,1.0146316431549331,446600.0
-0.39945208800861254,1.113412537078119,0.10810379382454083,-1.0633478716328342,-0.6995410072368411,0.9323220190265117,0.24494169148597855,0.9828136922743766,123200.0
0.7235920252440898,-0.7265606812514567,0.5053941867127075,0.320308020879279,-0.4583020013327483,-0.5549208000392406,1.3661714403911744,0.9277567101580779,253900.0
0.8284094758143461,-0.8763803835073001,-0.6864769919517926,1.4737905324063905,-0.5323107384702466,0.5527667657360423,-0.29807553618474414,2.0327029025618812,215100.0
0.18952215805280814,-0.6703782929055133,-0.8453931491070593,0.7309582574093391,-0.27885976456053524,0.6172192104345763,-0.5382350909895044,2.108724767491218,220500.0
0.7934703256242583,-0.8014705323793767,-0.1302704419083592,0.13721555873211846,0.7875292864128479,3.5552268904741346,-0.49777529625167866,2.365202356343239,219800.0
0.8284094758143461,-0.754651875424425,-0.5275608347965259,1.9655245736016216,-0.02661945989276024,0.8473202790286938,-0.14580685468864368,1.8696515944607117,136200.0
-1.2629482284206852,0.9635928348222754,0.9821426581785077,-0.8854866226898783,0.018754317783287674,0.9782677027188922,0.2803265936644558,1.035622808942531,178400.0
-0.723887054059389,0.8652736552168779,-0.20972852048599255,-1.0895039376538571,0.13892639949374888,0.9124638495353363,0.2442640470897219,0.957597954047196,187500.0
1.2576618924353786,-1.3492488187523046,0.5848522652903408,-0.2865127108084531,-0.024935050512674882,0.9787499003647638,0.8659411846692577,1.218888255833791,139800.0
